-3.393e-007	-4.729e-007	2.938e-007	-3.468e-007	-7.131e-007	-1.871e-008	4.376e-007	3.268e-007	-6.396e-007	5.658e-007	-1.189e-006	-9.29e-007	-6.99e-007	-9.231e-007	7.694e-007	-6.884e-007	-2.453e-007	-6.986e-007	-7.558e-007	-5.641e-007	8.921e-007	3.24e-007	5e-007 	1.448e-007	1.647e-007	4.671e-007	-1.223e-007	6.927e-007	1.069e-006	9.058e-008	-6.3e-007	1.116e-007	6.956e-007	8.373e-007	6.21e-007	-6.921e-007	-1.756e-007	-5.216e-007	-3.28e-007	2.441e-007	-4.518e-007	-5.796e-007	7.912e-007	-2.475e-007	-3.443e-007	1.561e-006	1.089e-006	1.487e-007	7.442e-007	-4.597e-007	-4.925e-007	-6.252e-007	-1.037e-006	-7.584e-007	-6.367e-007	-5.585e-007	-3.475e-007	4.133e-007	-2.239e-007	-5.387e-007	1.589e-008	-2.165e-007	1.634e-007	6.111e-007	-1.618e-008	4.19e-007	8.424e-007	3.178e-006	
-3.427e-007	-4.753e-007	2.921e-007	-3.379e-007	-7.072e-007	-1.927e-008	4.328e-007	3.242e-007	-6.321e-007	5.526e-007	-1.18e-006	-9.254e-007	-6.989e-007	-9.189e-007	7.489e-007	-6.866e-007	-2.431e-007	-6.934e-007	-7.555e-007	-5.605e-007	8.784e-007	3.037e-007	4.849e-007	1.497e-007	1.801e-007	4.621e-007	-1.231e-007	6.893e-007	1.061e-006	9.317e-008	-6.217e-007	1.144e-007	6.917e-007	8.357e-007	6.171e-007	-6.894e-007	-1.691e-007	-5.21e-007	-3.243e-007	2.512e-007	-4.511e-007	-5.764e-007	7.884e-007	-2.318e-007	-3.47e-007	1.55e-006	1.098e-006	1.536e-007	7.428e-007	-4.612e-007	-4.864e-007	-6.245e-007	-1.023e-006	-7.489e-007	-6.384e-007	-5.604e-007	-3.476e-007	4.123e-007	-2.219e-007	-5.279e-007	4.177e-009	-2.159e-007	1.632e-007	6.125e-007	-2.075e-008	4.162e-007	8.454e-007	3.159e-006	
-3.491e-007	-4.761e-007	2.873e-007	-3.283e-007	-7.009e-007	-2.371e-008	4.225e-007	3.182e-007	-6.114e-007	5.271e-007	-1.169e-006	-9.162e-007	-6.991e-007	-9.13e-007	7.241e-007	-6.861e-007	-2.416e-007	-6.7e-007	-7.57e-007	-5.565e-007	8.562e-007	2.81e-007	4.644e-007	1.61e-007	1.903e-007	4.483e-007	-1.267e-007	6.829e-007	1.043e-006	9.136e-008	-6.111e-007	1.137e-007	6.854e-007	8.414e-007	6.067e-007	-6.808e-007	-1.596e-007	-5.191e-007	-3.214e-007	2.56e-007	-4.505e-007	-5.684e-007	7.734e-007	-1.899e-007	-3.455e-007	1.52e-006	1.096e-006	1.624e-007	7.35e-007	-4.58e-007	-4.761e-007	-6.232e-007	-1.006e-006	-7.32e-007	-6.408e-007	-5.645e-007	-3.488e-007	4.155e-007	-2.136e-007	-5.039e-007	1.868e-009	-2.103e-007	1.697e-007	6.174e-007	-2.575e-008	4.132e-007	8.524e-007	3.117e-006	
-3.582e-007	-4.753e-007	2.794e-007	-3.181e-007	-6.941e-007	-3.155e-008	4.065e-007	3.083e-007	-5.792e-007	4.898e-007	-1.157e-006	-9.02e-007	-6.994e-007	-9.054e-007	6.947e-007	-6.865e-007	-2.411e-007	-6.298e-007	-7.593e-007	-5.517e-007	8.26e-007	2.56e-007	4.384e-007	1.782e-007	1.957e-007	4.26e-007	-1.332e-007	6.732e-007	1.015e-006	8.565e-008	-5.983e-007	1.1e-007	6.775e-007	8.534e-007	5.905e-007	-6.662e-007	-1.469e-007	-5.156e-007	-3.19e-007	2.587e-007	-4.5e-007	-5.56e-007	7.464e-007	-1.242e-007	-3.4e-007	1.471e-006	1.085e-006	1.751e-007	7.215e-007	-4.5e-007	-4.617e-007	-6.209e-007	-9.849e-007	-7.08e-007	-6.439e-007	-5.706e-007	-3.509e-007	4.233e-007	-1.989e-007	-4.672e-007	8.381e-009	-2.001e-007	1.824e-007	6.255e-007	-3.128e-008	4.094e-007	8.626e-007	3.054e-006	
-3.696e-007	-4.734e-007	2.679e-007	-3.073e-007	-6.868e-007	-4.223e-008	3.847e-007	2.943e-007	-5.375e-007	4.409e-007	-1.145e-006	-8.834e-007	-6.993e-007	-8.96e-007	6.606e-007	-6.87e-007	-2.412e-007	-5.747e-007	-7.609e-007	-5.462e-007	7.886e-007	2.285e-007	4.07e-007	2.005e-007	1.965e-007	3.958e-007	-1.424e-007	6.6e-007	9.775e-007	7.638e-008	-5.833e-007	1.038e-007	6.684e-007	8.699e-007	5.694e-007	-6.459e-007	-1.307e-007	-5.106e-007	-3.165e-007	2.597e-007	-4.495e-007	-5.395e-007	7.079e-007	-3.828e-008	-3.307e-007	1.405e-006	1.066e-006	1.921e-007	7.033e-007	-4.368e-007	-4.427e-007	-6.173e-007	-9.598e-007	-6.775e-007	-6.475e-007	-5.786e-007	-3.539e-007	4.362e-007	-1.779e-007	-4.185e-007	2.3e-008	-1.857e-007	2.008e-007	6.368e-007	-3.754e-008	4.046e-007	8.752e-007	2.97e-006	
-3.833e-007	-4.704e-007	2.525e-007	-2.957e-007	-6.788e-007	-5.524e-008	3.571e-007	2.759e-007	-4.88e-007	3.812e-007	-1.13e-006	-8.611e-007	-6.983e-007	-8.851e-007	6.221e-007	-6.868e-007	-2.423e-007	-5.066e-007	-7.601e-007	-5.399e-007	7.446e-007	1.985e-007	3.707e-007	2.268e-007	1.93e-007	3.585e-007	-1.539e-007	6.428e-007	9.306e-007	6.362e-008	-5.66e-007	9.543e-008	6.586e-007	8.883e-007	5.441e-007	-6.197e-007	-1.107e-007	-5.037e-007	-3.133e-007	2.593e-007	-4.488e-007	-5.192e-007	6.591e-007	6.288e-008	-3.184e-007	1.323e-006	1.042e-006	2.135e-007	6.821e-007	-4.18e-007	-4.188e-007	-6.118e-007	-9.311e-007	-6.408e-007	-6.515e-007	-5.881e-007	-3.575e-007	4.543e-007	-1.506e-007	-3.589e-007	4.494e-008	-1.676e-007	2.243e-007	6.508e-007	-4.471e-008	3.985e-007	8.885e-007	2.868e-006	
-3.987e-007	-4.667e-007	2.33e-007	-2.832e-007	-6.697e-007	-7.015e-008	3.242e-007	2.532e-007	-4.325e-007	3.124e-007	-1.115e-006	-8.359e-007	-6.957e-007	-8.726e-007	5.799e-007	-6.852e-007	-2.443e-007	-4.277e-007	-7.552e-007	-5.33e-007	6.948e-007	1.662e-007	3.304e-007	2.559e-007	1.858e-007	3.154e-007	-1.67e-007	6.212e-007	8.748e-007	4.74e-008	-5.46e-007	8.545e-008	6.48e-007	9.05e-007	5.154e-007	-5.877e-007	-8.658e-008	-4.947e-007	-3.088e-007	2.579e-007	-4.477e-007	-4.954e-007	6.014e-007	1.732e-007	-3.039e-007	1.225e-006	1.014e-006	2.393e-007	6.593e-007	-3.932e-007	-3.899e-007	-6.04e-007	-8.989e-007	-5.987e-007	-6.553e-007	-5.989e-007	-3.616e-007	4.775e-007	-1.175e-007	-2.893e-007	7.332e-008	-1.461e-007	2.52e-007	6.668e-007	-5.291e-008	3.908e-007	9.006e-007	2.75e-006	
-4.154e-007	-4.623e-007	2.096e-007	-2.692e-007	-6.588e-007	-8.659e-008	2.867e-007	2.268e-007	-3.726e-007	2.364e-007	-1.098e-006	-8.085e-007	-6.911e-007	-8.588e-007	5.35e-007	-6.819e-007	-2.476e-007	-3.401e-007	-7.449e-007	-5.261e-007	6.401e-007	1.322e-007	2.875e-007	2.869e-007	1.759e-007	2.682e-007	-1.81e-007	5.957e-007	8.116e-007	2.814e-008	-5.23e-007	7.411e-008	6.362e-007	9.161e-007	4.843e-007	-5.498e-007	-5.843e-008	-4.833e-007	-3.029e-007	2.556e-007	-4.462e-007	-4.689e-007	5.366e-007	2.86e-007	-2.88e-007	1.114e-006	9.825e-007	2.692e-007	6.364e-007	-3.626e-007	-3.56e-007	-5.933e-007	-8.632e-007	-5.522e-007	-6.586e-007	-6.107e-007	-3.659e-007	5.056e-007	-7.914e-008	-2.11e-007	1.07e-007	-1.218e-007	2.834e-007	6.836e-007	-6.207e-008	3.816e-007	9.092e-007	2.618e-006	
-4.326e-007	-4.573e-007	1.828e-007	-2.531e-007	-6.458e-007	-1.041e-007	2.461e-007	1.976e-007	-3.101e-007	1.558e-007	-1.08e-006	-7.798e-007	-6.847e-007	-8.44e-007	4.882e-007	-6.769e-007	-2.526e-007	-2.465e-007	-7.289e-007	-5.197e-007	5.816e-007	9.711e-008	2.43e-007	3.191e-007	1.645e-007	2.187e-007	-1.954e-007	5.67e-007	7.431e-007	6.84e-009	-4.97e-007	6.166e-008	6.229e-007	9.18e-007	4.52e-007	-5.062e-007	-2.638e-008	-4.692e-007	-2.953e-007	2.523e-007	-4.441e-007	-4.403e-007	4.666e-007	3.952e-007	-2.716e-007	9.924e-007	9.496e-007	3.029e-007	6.145e-007	-3.265e-007	-3.176e-007	-5.797e-007	-8.24e-007	-5.023e-007	-6.61e-007	-6.232e-007	-3.701e-007	5.375e-007	-3.643e-008	-1.256e-007	1.448e-007	-9.503e-008	3.175e-007	6.999e-007	-7.194e-008	3.707e-007	9.123e-007	2.473e-006	
-4.493e-007	-4.516e-007	1.532e-007	-2.346e-007	-6.3e-007	-1.224e-007	2.04e-007	1.67e-007	-2.463e-007	7.299e-008	-1.06e-006	-7.506e-007	-6.769e-007	-8.284e-007	4.401e-007	-6.701e-007	-2.598e-007	-1.493e-007	-7.08e-007	-5.144e-007	5.199e-007	6.137e-008	1.976e-007	3.514e-007	1.534e-007	1.686e-007	-2.1e-007	5.363e-007	6.717e-007	-1.511e-008	-4.683e-007	4.837e-008	6.08e-007	9.091e-007	4.197e-007	-4.573e-007	9.444e-009	-4.519e-007	-2.857e-007	2.483e-007	-4.414e-007	-4.102e-007	3.935e-007	4.955e-007	-2.549e-007	8.617e-007	9.161e-007	3.397e-007	5.946e-007	-2.854e-007	-2.755e-007	-5.631e-007	-7.813e-007	-4.504e-007	-6.621e-007	-6.359e-007	-3.74e-007	5.723e-007	9.556e-009	-3.501e-008	1.854e-007	-6.659e-008	3.53e-007	7.139e-007	-8.221e-008	3.58e-007	9.081e-007	2.316e-006	
